,0
466,11565.243
467,8297.002
468,14520.628
469,6726.7417
470,15452.826
471,5931.666
472,11007.712
473,7494.976
474,12997.15
475,14966.156
476,9980.194
477,13476.665
478,10659.1875
479,14174.544
480,12729.339
481,7739.3315
482,13932.257
483,13379.044
484,11592.427
485,13013.057
486,6419.897
487,12935.957
488,12454.36
489,13037.204
490,12010.445
491,14642.9795
492,6382.532
493,13946.992
494,13772.519
495,10582.313
496,13243.587
497,7648.6694
498,8335.699
499,13160.201
500,10525.823
501,7496.672
502,2679.868
503,7600.1294
504,5854.62
505,12943.209
506,10626.927
507,13567.098
508,12634.499
509,13913.671
510,16033.234
511,14069.345
512,13509.51
513,6509.7856
514,10248.448
515,13637.992
516,15056.857
517,13262.475
518,6397.8325
519,14951.257
520,15178.036
521,6431.5967
522,15173.737
523,13557.932
524,2194.1187
525,8666.781
526,14008.882
527,14896.444
528,12730.834
529,13700.373
530,13445.185
531,15856.014
532,15596.394
533,15011.222
534,14384.702
535,12602.215
536,12290.309
537,14330.017
538,14665.606
539,2680.3472
540,11084.421
541,9904.957
542,2084.0022
543,6871.8315
544,15709.643
545,15383.145
546,854.6604
547,12581.0625
548,14728.699
549,12749.251
550,9891.376
551,6542.211
552,15013.293
553,12514.127
554,14774.1875
555,10555.89
556,9392.805
557,2624.9753
558,5970.183
559,10149.812
560,12131.677
561,15814.213
562,15335.028
563,13780.607
564,13369.452
565,13728.601
566,14249.367
567,10176.633
568,15341.173
569,14926.684
570,18966.137
571,13833.964
572,13179.958
573,11971.231
574,14001.951
575,14868.261
576,2817.8677
577,14024.3955
578,14406.671
579,7677.0303
580,5749.277
581,13552.083
582,12927.393
583,6920.305
584,14327.622
585,13091.873
586,15590.876
587,13673.342
588,14053.158
589,15133.517
590,13382.612
591,14844.371
592,13650.454
593,14956.321
594,11435.184
595,10470.769
596,7738.6025
597,968.47656
598,14813.808
599,13621.521
600,15562.739
601,12946.13
602,12778.462
603,13598.346
604,13188.384
605,10059.8545
606,3977.9404
607,6418.403
608,13040.775
609,14291.719
610,9783.473
611,10078.831
612,10393.652
613,9908.106
614,10351.835
615,14975.839
616,13497.504
617,14823.024
618,14474.392
619,11483.005
620,12998.01
621,15864.985
622,15755.598
623,12079.887
624,12855.773
625,6963.3516
626,14410.347
627,6593.645
628,13136.235
629,6410.021
630,13104.099
631,14542.541
632,2787.1829
633,13605.521
634,13260.541
635,12419.7
636,9783.39
637,10109.221
638,13929.883
639,6436.657
640,13902.704
641,5642.446
642,12752.1875
643,13809.404
644,3034.6304
645,12504.916
646,13840.154
647,10959.972
648,12904.873
649,7628.083
650,13429.517
651,12424.185
652,10936.335
653,11136.101
654,12755.338
655,12985.667
656,15129.161
657,7315.466
658,6448.7666
659,13846.465
660,13816.127
661,13462.275
662,15728.051
663,15630.83
664,12463.524
665,902.3969
666,14024.3955
667,7414.27
668,14392.313
669,12978.984
670,6497.136
671,12669.102
672,6743.381
673,12133.655
674,15485.124
675,7711.297
676,6081.4995
677,13974.739
678,12038.077
679,13820.694
680,6427.2324
681,13827.922
682,6057.0146
683,11906.027
684,14510.124
685,14831.783
686,11101.567
687,6554.942
688,12881.77
689,4402.9355
690,13202.116
691,16600.62
692,16082.08
693,15297.319
694,14202.596
695,12690.734
696,14198.086
697,10951.6
698,6806.501
699,2691.0312
700,14191.719
701,10705.754
702,10339.355
703,8634.324
704,14956.666
705,12326.127
706,13021.233
707,14605.98
708,4440.489
709,13777.921
710,7606.069
711,13922.709
712,13752.334
713,13840.838
714,5957.6323
715,15818.362
716,10571.632
717,15610.556
718,11612.595
719,14680.158
720,13844.748
721,6063.8076
722,6411.029
723,14055.475
724,9879.495
725,2355.0598
726,12243.637
727,12895.143
728,14942.943
729,11249.136
730,11532.043
731,10957.658
732,12772.939
733,12688.468
734,13169.259
735,10198.38
736,13029.443
737,2790.3079
738,6372.038
739,15093.133
740,6258.096
741,6557.66
742,14892.908
743,13095.632
744,6591.7124
745,12729.522
746,13447.795
747,14834.5205
748,2874.8032
749,14027.193
750,6085.4673
751,5816.016
752,6344.9834
753,12276.497
754,11833.417
755,14113.252
756,15596.394
757,10625.108
758,15922.751
759,10327.845
760,13075.593
761,13274.157
762,12666.41
763,6565.0854
764,12207.687
765,15173.823
766,12348.373
767,10527.879
768,6661.613
769,13992.613
770,10293.511
771,7407.4316
772,6516.969
773,6899.998
774,12712.3545
775,15045.391
776,14307.433
777,9947.729
778,15767.872
779,9664.805
780,12602.215
781,8410.345
782,13315.126
783,7456.869
784,14694.993
785,14332.935
786,15159.865
787,13498.675
788,14237.749
789,14507.318
790,12651.851
791,13833.067
792,15197.669
793,13363.599
794,13239.911
795,6468.9634
796,18477.16
797,16226.3545
798,12309.98
799,13764.066
800,10368.018
801,13485.67
802,13360.696
803,7026.127
804,10529.881
805,15705.048
806,11478.484
807,12420.108
808,14459.538
809,13687.674
810,7753.761
811,755.27856
812,12937.422
813,14036.499
814,13262.866
815,13347.201
816,13857.638
817,9987.881
818,13928.198
819,15566.261
820,12720.171
821,10646.447
822,9814.818
823,6464.7305
824,13802.263
825,18618.25
826,15046.204
827,13834.162
828,13963.962
829,12963.433
830,2634.2253
831,10366.98
832,14849.109
833,12708.56
834,12542.425
835,14048.229
836,13776.507
837,6050.632
838,6345.065
839,6161.552
840,11370.66
841,13074.933
842,13643.851
843,2761.1199
844,10447.438
845,13063.739
846,10327.845
847,10588.212
848,6391.202
849,14258.838
850,2670.3772
851,10219.616
852,15662.007
853,6971.2876
854,13120.789
855,12722.915
856,13164.011
857,13536.284
858,11874.697
859,16112.368
860,6019.1045
861,13937.826
862,12501.191
863,13743.71
864,13061.359
865,13745.726
866,11788.999
867,12931.246
868,15863.084
869,13313.352
870,14701.023
871,13567.304
872,6735.258
873,13852.801
874,2657.7322
875,12041.718
876,12706.364
877,13900.848
878,12049.936
879,9792.044
880,13598.346
881,6488.0845
882,10389.319
883,16466.605
884,14368.066
885,13008.852
886,7675.687
887,13057.367
888,16227.724
889,12749.251
890,18439.64
891,16362.939
892,2826.4802
893,11776.904
894,14615.602
895,13608.969
896,15578.36
897,14614.907
898,10386.538
899,15306.24
900,14670.012
901,12638.706
902,12991.84
903,10989.192
904,12432.597
905,4341.2803
906,6431.5967
907,13221.367
908,6729.8833
909,6375.112
910,10058.371
911,13867.474
912,5837.2734
913,10956.832
914,13581.683
915,12576.041
916,12621.331
917,6704.967
918,16166.51
919,9556.5205
920,7852.9863
921,13375.83
922,14293.345
923,12451.517
924,14742.4
925,2668.4211
926,15950.919
927,14158.717
928,6672.017
929,14120.382
930,17794.125
931,6665.911
932,13592.423
933,13010.631
934,14408.828
935,14335.999
936,9756.266
937,6339.813
938,12452.974
939,13080.993
940,6590.3247
941,7821.345
942,13456.368
943,13819.24
944,4282.8306
945,13224.065
946,2778.2698
947,2413.5063
948,13211.711
949,13598.072
950,937.0804
951,13906.503
952,13055.154
953,12710.354
954,9480.6875
955,4629.28
956,14728.987
957,6595.4824
958,13432.999
959,12214.425
960,6440.4497
961,6307.591
962,14453.113
963,6658.158
964,13363.258
965,15323.769
966,2777.057
967,13928.333
968,6200.455
969,13850.936
970,12905.6045
971,12284.638
972,6443.8003
973,6419.9443
974,17097.756
975,7552.21
976,2824.5688
977,13571.162
978,12820.135
979,12212.4795
980,7630.238
981,12535.293
982,6436.657
983,7112.9204
984,13716.957
985,13007.9375
986,12640.308
987,6497.0054
988,12171.389
989,11212.452
990,10390.887
991,12727.784
992,15812.545
993,11361.138
994,12954.437
995,6404.5957
996,2646.3792
997,12989.753
998,13235.577
999,9739.059
1000,13573.74
1001,13195.593
1002,13960.47
1003,14776.691
1004,15987.834
1005,7699.206
1006,13509.605
1007,14324.313
1008,15252.274
1009,6912.3423
1010,15788.748
1011,14799.265
1012,14884.165
1013,13605.4
1014,13294.949
1015,12656.853
1016,15775.64
1017,16303.5625
1018,14393.639
1019,14908.231
1020,13534.358
1021,12474.691
1022,14119.323
1023,6268.2285
1024,13293.606
1025,13747.687
1026,14141.662
1027,13936.787
1028,13596.454
1029,10267.229
1030,8109.8877
1031,14399.132
1032,16211.759
1033,6531.08
1034,15888.052
1035,14857.249
1036,13900.571
1037,11270.108
1038,9763.036
1039,15772.43
1040,13539.532
1041,13142.85
1042,13040.597
1043,13797.801
1044,13700.855
1045,15486.549
1046,15597.365
1047,16019.386
1048,12984.304
1049,14980.699
1050,14556.618
1051,11537.97
1052,9416.769
1053,7870.0557
1054,15826.411
1055,11715.028
1056,12177.562
1057,10633.974
1058,7545.793
1059,12137.424
1060,13972.939
1061,6477.6436
1062,12954.437
1063,15032.509
1064,16162.284
1065,14324.664
1066,13571.439
1067,10764.616
1068,13627.539
1069,13371.654
1070,13867.321
1071,13372.129
1072,13772.912
1073,12685.304
1074,10199.534
1075,14701.379
1076,10188.18
1077,13428.393
1078,14709.231
1079,12484.163
1080,13997.951
1081,10327.845
1082,6499.5054
1083,12807.154
1084,13919.674
1085,11259.154
1086,13743.605
1087,7699.0107
1088,12348.236
1089,13428.419
1090,13529.594
1091,8149.166
1092,13233.954
1093,12719.472
1094,14539.945
1095,7919.516
1096,14001.769
1097,8152.809
1098,6404.5957
1099,10511.079
1100,12924.073
1101,13836.121
1102,13792.571
1103,13115.526
1104,13845.66
1105,12087.984
1106,6361.494
1107,9581.931
1108,12943.3
1109,6471.4614
1110,11515.048
1111,12042.234
1112,12910.615
1113,9564.079
1114,10610.271
1115,13598.627
1116,12934.323
1117,7730.0967
1118,10119.098
1119,5719.4326
1120,7214.8735
1121,6661.8193
1122,14170.586
1123,13267.072
1124,13633.221
1125,13743.359
1126,12939.593
1127,13650.454
1128,13853.521
1129,13605.521
1130,15766.347
1131,5898.286
1132,13821.65
1133,7736.4004
1134,7660.0474
1135,6431.5967
1136,8166.4253
1137,7645.3184
1138,12752.181
1139,10109.467
1140,7624.237
1141,12045.674
1142,14610.696
1143,13533.174
1144,11359.3545
1145,13400.968
1146,14093.866
1147,7493.293
1148,16701.037
1149,10747.174
1150,16413.889
1151,12026.338
1152,13715.716
1153,11238.826
1154,14857.332
1155,15099.056
1156,6422.6865
1157,12576.192
1158,13276.301
1159,14712.835
1160,5683.32
1161,13923.139
1162,6668.7446
1163,10712.153
1164,14612.338
1165,14839.502
1166,15655.841
1167,14943.073
1168,13851.707
1169,12949.047
1170,11977.385
1171,13948.129
1172,10267.229
1173,13273.592
1174,12987.56
1175,13800.763
1176,12595.067
1177,16531.812
1178,15977.616
1179,14913.641
1180,12628.148
1181,12727.586
1182,9094.084
1183,7776.7793
1184,13747.065
1185,13284.683
1186,10383.828
1187,8160.3164
1188,10388.743
1189,11440.669
1190,11889.981
1191,14692.495
1192,9760.189
1193,15200.0625
1194,10427.867
1195,12945.409
1196,8793.758
1197,6397.274
1198,2846.898
1199,12976.524
1200,7566.276
1201,12671.705
1202,13804.95
1203,2814.5232
1204,7914.289
1205,10114.5205
1206,11323.115
1207,7407.536
1208,789.312
1209,10856.456
1210,13991.345
1211,14484.256
1212,12862.047
1213,13241.478
1214,14195.534
1215,6428.45
1216,13635.555
1217,14799.265
1218,9180.746
1219,13607.681
1220,13596.454
1221,8276.752
1222,10914.035
1223,10548.314
1224,16322.116
1225,15488.936
1226,15144.563
1227,13598.346
1228,15463.695
1229,12901.633
1230,5718.9683
1231,10611.878
1232,14303.131
1233,10270.915
1234,14580.968
1235,10492.172
1236,13429.519
1237,14880.825
1238,10017.386
1239,12782.036
1240,13863.46
1241,13883.397
1242,10328.435
1243,14855.463
1244,13895.519
1245,15627.272
1246,6431.5967
1247,6411.029
1248,12706.364
1249,7549.647
1250,18618.947
1251,9884.561
1252,12541.816
1253,14612.338
1254,6436.827
1255,10321.504
1256,14886.658
1257,15465.198
1258,11471.091
1259,7525.243
1260,10059.462
1261,15468.042
1262,4473.407
1263,7237.442
1264,7811.3276
1265,14501.077
1266,14151.728
1267,15012.387
1268,13284.683
1269,12075.126
1270,12077.123
1271,6612.8203
1272,12725.684
1273,16185.294
1274,12986.065
1275,11019.86
1276,13207.292
1277,6275.591
1278,14386.362
1279,13604.259
1280,16258.251
1281,6115.6675
1282,14814.945
1283,6252.402
1284,9255.112
1285,9799.483
1286,2207.29
1287,14163.489
1288,14134.269
1289,15895.964
1290,2771.9595
1291,6349.282
1292,15155.458
1293,13686.806
1294,2814.4927
1295,12943.618
1296,14337.136
1297,6372.006
1298,13556.883
1299,13961.791
1300,9743.206
1301,15517.3955
1302,12252.44
1303,13743.293
1304,7914.5044
1305,15074.434
1306,2463.3909
1307,13855.029
1308,12912.888
1309,6179.6167
1310,7947.191
1311,7708.6895
1312,7625.0996
1313,8104.092
1314,4351.894
1315,6384.911
1316,12953.177
1317,5880.323
1318,13846.256
1319,8199.114
1320,16778.004
1321,791.5231
1322,15991.749
1323,2676.9888
1324,6094.9194
1325,14520.928
1326,14079.004
1327,12989.708
1328,12530.053
1329,13803.54
1330,7791.9194
1331,12853.108
1332,13530.291
1333,14129.858
1334,9875.647
1335,12556.215
1336,13879.636
1337,6029.6865
1338,13981.811
1339,12385.263
1340,13595.1045
1341,13366.076
1342,12507.269
1343,13176.607
1344,6471.4614
1345,12923.539
1346,13800.214
1347,10578.018
1348,14059.67
1349,12591.665
1350,13528.562
1351,14149.817
1352,14916.272
1353,15057.678
1354,13778.293
1355,12157.072
1356,13946.311
1357,13605.516
1358,2617.0334
1359,13634.401
1360,6692.468
1361,13967.031
1362,15189.712
1363,10490.325
1364,12131.714
1365,7718.129
1366,13273.592
1367,15143.604
1368,14562.814
1369,9798.793
1370,13212.528
1371,7566.358
1372,2580.1958
1373,13687.97
1374,11874.526
1375,13277.478
1376,10846.891
1377,9889.3545
1378,13788.532
1379,13531.819
1380,6436.257
1381,14127.51
1382,15517.801
1383,12257.838
1384,12924.073
1385,15246.38
1386,13016.024
1387,14866.617
1388,11948.044
1389,2609.868
1390,7715.5825
1391,12190.551
1392,14279.112
1393,2696.0508
1394,15056.392
1395,12178.652
1396,14943.073
1397,929.685
1398,12800.718
1399,14921.814
1400,10146.194
1401,14172.692
1402,9726.847
1403,13396.387
1404,6111.3975
1405,13283.533
1406,10902.382
1407,7063.294
1408,10936.335
1409,14556.09
1410,15829.712
1411,13293.959
1412,10431.773
1413,10109.221
1414,7861.026
1415,14970.052
1416,13231.792
1417,14186.187
1418,12598.64
1419,13890.96
1420,6229.7656
1421,7641.3687
1422,14540.446
1423,7331.216
1424,13695.38
1425,4364.9126
1426,7279.9873
1427,7187.3325
1428,18973.156
1429,15297.319
1430,11944.001
1431,10719.445
1432,13954.458
1433,12568.894
1434,14110.737
1435,14717.553
1436,13047.482
1437,15966.161
1438,14005.658
1439,11921.806
1440,11981.188
1441,13138.094
1442,10542.104
1443,1085.8348
1444,10264.368
1445,14215.443
1446,9704.322
1447,7703.7856
1448,9424.022
1449,13379.197
1450,15727.559
1451,14659.856
1452,13923.164
1453,10592.844
1454,13596.483
1455,6348.1104
1456,6054.095
1457,6721.5513
1458,13687.674
1459,10026.812
1460,13535.918
1461,10621.184
1462,15848.047
1463,14496.068
1464,7812.683
1465,12799.8545
1466,17686.535
1467,6339.5586
1468,11935.356
1469,8115.2925
1470,13651.931
1471,14081.918
1472,13796.312
1473,12932.468
1474,10546.171
1475,6613.984
1476,13613.681
1477,5911.512
1478,2120.4563
1479,6339.5586
1480,13772.957
1481,7933.177
1482,12621.331
1483,15283.722
1484,11197.586
1485,13082.173
1486,12998.01
1487,13187.878
1488,14791.692
1489,13461.423
1490,10446.404
1491,15271.446
1492,14437.805
1493,12850.69
1494,13305.531
1495,14606.293
1496,9946.278
1497,11551.379
1498,6381.07
1499,8060.512
1500,14672.94
1501,13535.861
1502,15584.524
1503,12564.244
1504,13492.139
1505,15186.88
1506,10237.48
1507,12639.317
1508,10198.668
1509,2797.883
1510,4179.9023
1511,10181.471
1512,10290.989
1513,10470.769
1514,14197.716
1515,11215.178
1516,12263.08
1517,15958.067
1518,6839.8115
1519,13282.171
1520,10203.422
1521,15312.452
1522,12866.39
1523,16690.344
1524,13234.448
1525,14030.598
1526,15006.541
1527,13590.296
1528,6829.734
1529,14113.778
1530,6423.0396
1531,13684.241
1532,11639.657
1533,12916.066
1534,12951.307
1535,13966.622
1536,11255.612
1537,14667.147
1538,13400.919
1539,13231.971
1540,13466.486
1541,12368.437
1542,15267.83
1543,10141.143
1544,6447.183
1545,7749.611
1546,11718.285
1547,10447.438
1548,13271.6455
1549,15058.406
1550,14753.745
1551,13788.64
1552,4479.365
1553,13907.219
1554,12717.756
1555,12357.663
1556,12680.926
1557,13759.679
1558,7885.5522
1559,12937.422
1560,5889.1
1561,13277.428
1562,12477.31
1563,14219.208
1564,15891.374
1565,13382.612
1566,6562.625
1567,13746.559
1568,7684.0015
1569,12874.318
1570,12556.215
1571,15028.619
1572,7833.577
1573,13518.413
1574,12945.409
1575,10322.184
1576,11740.513
1577,2736.7532
1578,12882.937
1579,10584.417
1580,10537.942
1581,11751.842
1582,13020.837
1583,5973.572
1584,14247.802
1585,12807.773
1586,6805.916
1587,2747.867
1588,10307.759
1589,11161.5
1590,13510.11
1591,14947.857
1592,7768.9736
1593,4149.8735
1594,6811.488
1595,4196.539
1596,4604.7056
1597,12599.834
1598,13913.726
1599,791.5231
1600,13231.713
1601,12620.874
1602,7965.719
1603,14905.725
1604,13403.446
1605,13307.021
1606,13227.961
1607,10176.415
1608,13963.543
1609,7893.635
1610,7682.5557
1611,6173.5835
1612,14328.85
1613,14952.006
1614,2722.612
1615,6557.471
1616,7899.011
1617,6650.0503
1618,14474.809
1619,12937.422
1620,2456.4402
1621,10138.758
1622,13742.97
1623,11002.699
1624,13952.167
1625,13996.449
1626,6381.07
1627,13673.982
1628,4477.8296
1629,6418.403
1630,7137.0444
1631,14236.121
1632,13889.121
1633,6672.4565
1634,6464.972
1635,12817.82
1636,6561.8467
1637,4604.7056
1638,12627.178
1639,12683.037
1640,13083.762
1641,10327.845
1642,15223.094
1643,7688.913
1644,6746.307
1645,12348.716
1646,13595.087
1647,14605.98
1648,12644.518
1649,6916.078
1650,2541.703
1651,14392.902
1652,11738.846
1653,7518.0684
1654,9076.401
1655,13661.8125
1656,14652.236
1657,7857.1343
1658,2701.983
1659,15601.9375
1660,15247.228
1661,13687.674
1662,15001.353
1663,11777.631
1664,5865.1016
1665,13283.533
1666,15179.366
1667,12844.027
1668,12755.62
1669,7524.0146
1670,13220.457
1671,15834.934
1672,14048.229
1673,12219.457
1674,14941.364
1675,13727.988
1676,6180.8853
1677,14540.61
1678,10462.694
1679,13711.1045
1680,9729.186
1681,14825.151
1682,14516.905
1683,14802.442
1684,9581.931
1685,7357.029
1686,10088.796
1687,13425.672
1688,15037.099
1689,15235.836
1690,13068.237
1691,10838.003
1692,16133.724
1693,10420.2705
1694,14693.588
1695,12455.424
1696,15713.533
1697,13168.72
1698,7645.9785
1699,2697.946
1700,17003.578
1701,13059.691
1702,12702.46
1703,15230.685
1704,16061.962
1705,12943.618
1706,12691.636
1707,12987.079
1708,15626.696
1709,14430.544
1710,14098.954
1711,7649.2563
1712,6371.1445
1713,13445.659
1714,12990.166
1715,14880.655
1716,13187.878
1717,11550.097
1718,12897.552
1719,15358.708
1720,15901.467
1721,15900.105
1722,13770.629
1723,11493.345
1724,13416.024
1725,13696.52
1726,15897.189
1727,6497.6255
1728,5758.5366
1729,6524.8843
1730,13975.544
1731,10210.187
1732,14538.893
1733,2309.6643
1734,15860.102
1735,13963.18
1736,9923.299
1737,6410.021
1738,14049.249
1739,12717.18
1740,10029.935
1741,15920.254
1742,12654.209
1743,12955.169
1744,13776.507
1745,5955.489
1746,6140.4253
1747,2785.734
1748,13789.835
1749,12997.15
1750,10457.52
1751,14069.97
1752,9752.297
1753,13205.928
1754,13317.834
1755,10381.3
1756,15806.608
1757,11452.364
1758,15706.14
1759,6321.986
1760,13382.612
1761,13415.922
1762,9993.5205
1763,14872.606
1764,12230.369
1765,10403.807
1766,13436.98
1767,12017.186
1768,9819.169
1769,6694.5796
1770,9783.39
1771,12746.4795
1772,18388.93
1773,13969.226
1774,13402.187
1775,14581.156
1776,14751.832
1777,13861.513
1778,12824.252
1779,12578.368
1780,2167.6843
1781,16059.882
1782,12504.916
1783,12083.797
1784,6544.951
1785,14137.166
1786,6696.149
1787,11918.538
1788,10037.819
1789,6870.0327
1790,6689.655
1791,6748.538
1792,15154.338
1793,10327.845
1794,13227.571
1795,14769.404
1796,11766.034
1797,8104.2236
1798,15953.878
1799,14004.326
1800,13958.466
1801,6486.869
1802,11190.006
1803,13625.136
1804,16590.607
1805,10358.067
1806,6551.264
1807,13843.065
1808,12507.477
1809,14165.001
1810,6743.381
1811,14614.907
1812,12998.01
1813,13486.22
1814,13603.636
1815,13595.087
1816,13778.594
1817,14977.842
1818,14775.164
1819,14839.057
1820,6428.5776
1821,6689.028
1822,10593.122
1823,13922.843
1824,14216.497
1825,14219.765
1826,2822.948
1827,14578.118
1828,13481.96
1829,14265.33
1830,13776.825
1831,13152.497
1832,13747.564
1833,13606.634
1834,13641.142
1835,14942.943
1836,15108.399
1837,14158.717
1838,13458.513
1839,14057.513
1840,7776.3936
